County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State,StateFIPS,CountyName,StateName,CountyFIPS,StateAbbr,STATE_COUNTY,state_abbrev,FIP_unique,Population,county_test
Baldwin,1003.0,2011.0,2011.0,All other alcohol-induced causes,A9,16.0,AL,1,Baldwin,Alabama,1003,AL,AL | BALDWIN,AL,10031,186558.0,Baldwin
Baldwin,1003.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,1811.0,AL,1,Baldwin,Alabama,1003,AL,AL | BALDWIN,AL,10031,186558.0,Baldwin
Baldwin,1003.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,AL,1,Baldwin,Alabama,1003,AL,AL | BALDWIN,AL,10031,190145.0,Baldwin
Baldwin,1003.0,2012.0,2012.0,All other alcohol-induced causes,A9,20.0,AL,1,Baldwin,Alabama,1003,AL,AL | BALDWIN,AL,10031,190145.0,Baldwin
Baldwin,1003.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,1746.0,AL,1,Baldwin,Alabama,1003,AL,AL | BALDWIN,AL,10031,190145.0,Baldwin
Baldwin,1003.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,AL,1,Baldwin,Alabama,1003,AL,AL | BALDWIN,AL,10031,194885.0,Baldwin
Baldwin,1003.0,2013.0,2013.0,All other alcohol-induced causes,A9,14.0,AL,1,Baldwin,Alabama,1003,AL,AL | BALDWIN,AL,10031,194885.0,Baldwin
Baldwin,1003.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1934.0,AL,1,Baldwin,Alabama,1003,AL,AL | BALDWIN,AL,10031,194885.0,Baldwin
Barbour,1005.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,248.0,AL,1,Barbour,Alabama,1005,AL,AL | BARBOUR,AL,10051,27757.0,Barbour
Barbour,1005.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,234.0,AL,1,Barbour,Alabama,1005,AL,AL | BARBOUR,AL,10051,27808.0,Barbour
Barbour,1005.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,299.0,AL,1,Barbour,Alabama,1005,AL,AL | BARBOUR,AL,10051,27657.0,Barbour
Barbour,1005.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,281.0,AL,1,Barbour,Alabama,1005,AL,AL | BARBOUR,AL,10051,27327.0,Barbour
Barbour,1005.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,297.0,AL,1,Barbour,Alabama,1005,AL,AL | BARBOUR,AL,10051,27341.0,Barbour
Barbour,1005.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,270.0,AL,1,Barbour,Alabama,1005,AL,AL | BARBOUR,AL,10051,27169.0,Barbour
Barbour,1005.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,273.0,AL,1,Barbour,Alabama,1005,AL,AL | BARBOUR,AL,10051,26937.0,Barbour
Bibb,1007.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,198.0,AL,1,Bibb,Alabama,1007,AL,AL | BIBB,AL,10071,22438.0,Bibb
Bibb,1007.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,239.0,AL,1,Bibb,Alabama,1007,AL,AL | BIBB,AL,10071,22705.0,Bibb
Bibb,1007.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,207.0,AL,1,Bibb,Alabama,1007,AL,AL | BIBB,AL,10071,22941.0,Bibb
Bibb,1007.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,224.0,AL,1,Bibb,Alabama,1007,AL,AL | BIBB,AL,10071,22870.0,Bibb
Bibb,1007.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,246.0,AL,1,Bibb,Alabama,1007,AL,AL | BIBB,AL,10071,22745.0,Bibb
Bibb,1007.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,246.0,AL,1,Bibb,Alabama,1007,AL,AL | BIBB,AL,10071,22667.0,Bibb
Bibb,1007.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,240.0,AL,1,Bibb,Alabama,1007,AL,AL | BIBB,AL,10071,22521.0,Bibb
Blount,1009.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,533.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,56240.0,Blount
Blount,1009.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57055.0,Blount
Blount,1009.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,543.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57055.0,Blount
Blount,1009.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,541.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57341.0,Blount
Blount,1009.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,531.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57376.0,Blount
Blount,1009.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,584.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57560.0,Blount
Blount,1009.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57580.0,Blount
Blount,1009.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,558.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57580.0,Blount
Blount,1009.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57619.0,Blount
Blount,1009.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,542.0,AL,1,Blount,Alabama,1009,AL,AL | BLOUNT,AL,10091,57619.0,Blount
Bullock,1011.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,128.0,AL,1,Bullock,Alabama,1011,AL,AL | BULLOCK,AL,10111,11011.0,Bullock
Bullock,1011.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,110.0,AL,1,Bullock,Alabama,1011,AL,AL | BULLOCK,AL,10111,10953.0,Bullock
Bullock,1011.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,112.0,AL,1,Bullock,Alabama,1011,AL,AL | BULLOCK,AL,10111,10987.0,Bullock
Bullock,1011.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,132.0,AL,1,Bullock,Alabama,1011,AL,AL | BULLOCK,AL,10111,10876.0,Bullock
Bullock,1011.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,114.0,AL,1,Bullock,Alabama,1011,AL,AL | BULLOCK,AL,10111,10675.0,Bullock
Bullock,1011.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,99.0,AL,1,Bullock,Alabama,1011,AL,AL | BULLOCK,AL,10111,10606.0,Bullock
Bullock,1011.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,119.0,AL,1,Bullock,Alabama,1011,AL,AL | BULLOCK,AL,10111,10549.0,Bullock
Butler,1013.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,245.0,AL,1,Butler,Alabama,1013,AL,AL | BUTLER,AL,10131,20894.0,Butler
Butler,1013.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,274.0,AL,1,Butler,Alabama,1013,AL,AL | BUTLER,AL,10131,20949.0,Butler
Butler,1013.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,242.0,AL,1,Butler,Alabama,1013,AL,AL | BUTLER,AL,10131,20867.0,Butler
Butler,1013.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,267.0,AL,1,Butler,Alabama,1013,AL,AL | BUTLER,AL,10131,20932.0,Butler
Butler,1013.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,273.0,AL,1,Butler,Alabama,1013,AL,AL | BUTLER,AL,10131,20866.0,Butler
Butler,1013.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,278.0,AL,1,Butler,Alabama,1013,AL,AL | BUTLER,AL,10131,20670.0,Butler
Butler,1013.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,246.0,AL,1,Butler,Alabama,1013,AL,AL | BUTLER,AL,10131,20356.0,Butler
Calhoun,1015.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,116211.0,Calhoun
Calhoun,1015.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,1296.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,116211.0,Calhoun
Calhoun,1015.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,117274.0,Calhoun
Calhoun,1015.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,1294.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,117274.0,Calhoun
Calhoun,1015.0,2009.0,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,118363.0,Calhoun
Calhoun,1015.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,1317.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,118363.0,Calhoun
Calhoun,1015.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,118408.0,Calhoun
Calhoun,1015.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1357.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,118408.0,Calhoun
Calhoun,1015.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,117744.0,Calhoun
Calhoun,1015.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,1322.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,117744.0,Calhoun
Calhoun,1015.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,1358.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,117190.0,Calhoun
Calhoun,1015.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,1389.0,AL,1,Calhoun,Alabama,1015,AL,AL | CALHOUN,AL,10151,116471.0,Calhoun
Chambers,1017.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,468.0,AL,1,Chambers,Alabama,1017,AL,AL | CHAMBERS,AL,10171,34847.0,Chambers
Chambers,1017.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,436.0,AL,1,Chambers,Alabama,1017,AL,AL | CHAMBERS,AL,10171,34563.0,Chambers
Chambers,1017.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,448.0,AL,1,Chambers,Alabama,1017,AL,AL | CHAMBERS,AL,10171,34384.0,Chambers
Chambers,1017.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,438.0,AL,1,Chambers,Alabama,1017,AL,AL | CHAMBERS,AL,10171,34122.0,Chambers
Chambers,1017.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,437.0,AL,1,Chambers,Alabama,1017,AL,AL | CHAMBERS,AL,10171,34033.0,Chambers
Chambers,1017.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,490.0,AL,1,Chambers,Alabama,1017,AL,AL | CHAMBERS,AL,10171,34104.0,Chambers
Chambers,1017.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,446.0,AL,1,Chambers,Alabama,1017,AL,AL | CHAMBERS,AL,10171,34139.0,Chambers
Cherokee,1019.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,280.0,AL,1,Cherokee,Alabama,1019,AL,AL | CHEROKEE,AL,10191,25553.0,Cherokee
Cherokee,1019.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,317.0,AL,1,Cherokee,Alabama,1019,AL,AL | CHEROKEE,AL,10191,25636.0,Cherokee
Cherokee,1019.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,304.0,AL,1,Cherokee,Alabama,1019,AL,AL | CHEROKEE,AL,10191,25854.0,Cherokee
Cherokee,1019.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,302.0,AL,1,Cherokee,Alabama,1019,AL,AL | CHEROKEE,AL,10191,25963.0,Cherokee
Cherokee,1019.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,328.0,AL,1,Cherokee,Alabama,1019,AL,AL | CHEROKEE,AL,10191,25989.0,Cherokee
Cherokee,1019.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,322.0,AL,1,Cherokee,Alabama,1019,AL,AL | CHEROKEE,AL,10191,25958.0,Cherokee
Cherokee,1019.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,324.0,AL,1,Cherokee,Alabama,1019,AL,AL | CHEROKEE,AL,10191,26017.0,Cherokee
Chilton,1021.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,399.0,AL,1,Chilton,Alabama,1021,AL,AL | CHILTON,AL,10211,42881.0,Chilton
Chilton,1021.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,440.0,AL,1,Chilton,Alabama,1021,AL,AL | CHILTON,AL,10211,43239.0,Chilton
Chilton,1021.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,433.0,AL,1,Chilton,Alabama,1021,AL,AL | CHILTON,AL,10211,43484.0,Chilton
Chilton,1021.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AL,1,Chilton,Alabama,1021,AL,AL | CHILTON,AL,10211,43653.0,Chilton
Chilton,1021.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,445.0,AL,1,Chilton,Alabama,1021,AL,AL | CHILTON,AL,10211,43653.0,Chilton
Chilton,1021.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,480.0,AL,1,Chilton,Alabama,1021,AL,AL | CHILTON,AL,10211,43689.0,Chilton
Chilton,1021.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,474.0,AL,1,Chilton,Alabama,1021,AL,AL | CHILTON,AL,10211,43582.0,Chilton
Chilton,1021.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,506.0,AL,1,Chilton,Alabama,1021,AL,AL | CHILTON,AL,10211,43628.0,Chilton
Choctaw,1023.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,161.0,AL,1,Choctaw,Alabama,1023,AL,AL | CHOCTAW,AL,10231,14216.0,Choctaw
Choctaw,1023.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,157.0,AL,1,Choctaw,Alabama,1023,AL,AL | CHOCTAW,AL,10231,14114.0,Choctaw
Choctaw,1023.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,168.0,AL,1,Choctaw,Alabama,1023,AL,AL | CHOCTAW,AL,10231,13976.0,Choctaw
Choctaw,1023.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,156.0,AL,1,Choctaw,Alabama,1023,AL,AL | CHOCTAW,AL,10231,13849.0,Choctaw
Choctaw,1023.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,144.0,AL,1,Choctaw,Alabama,1023,AL,AL | CHOCTAW,AL,10231,13609.0,Choctaw
Choctaw,1023.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,183.0,AL,1,Choctaw,Alabama,1023,AL,AL | CHOCTAW,AL,10231,13563.0,Choctaw
Choctaw,1023.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,187.0,AL,1,Choctaw,Alabama,1023,AL,AL | CHOCTAW,AL,10231,13397.0,Choctaw
Clarke,1025.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,282.0,AL,1,Clarke,Alabama,1025,AL,AL | CLARKE,AL,10251,26436.0,Clarke
Clarke,1025.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,248.0,AL,1,Clarke,Alabama,1025,AL,AL | CLARKE,AL,10251,26283.0,Clarke
Clarke,1025.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,298.0,AL,1,Clarke,Alabama,1025,AL,AL | CLARKE,AL,10251,26038.0,Clarke
Clarke,1025.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,312.0,AL,1,Clarke,Alabama,1025,AL,AL | CLARKE,AL,10251,25766.0,Clarke
Clarke,1025.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,290.0,AL,1,Clarke,Alabama,1025,AL,AL | CLARKE,AL,10251,25587.0,Clarke
Clarke,1025.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,265.0,AL,1,Clarke,Alabama,1025,AL,AL | CLARKE,AL,10251,25155.0,Clarke
Clarke,1025.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,287.0,AL,1,Clarke,Alabama,1025,AL,AL | CLARKE,AL,10251,25123.0,Clarke
Clay,1027.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,175.0,AL,1,Clay,Alabama,1027,AL,AL | CLAY,AL,10271,14085.0,Clay
Clay,1027.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,170.0,AL,1,Clay,Alabama,1027,AL,AL | CLAY,AL,10271,14161.0,Clay
Clay,1027.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,205.0,AL,1,Clay,Alabama,1027,AL,AL | CLAY,AL,10271,14006.0,Clay
Clay,1027.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,175.0,AL,1,Clay,Alabama,1027,AL,AL | CLAY,AL,10271,13898.0,Clay
Clay,1027.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,229.0,AL,1,Clay,Alabama,1027,AL,AL | CLAY,AL,10271,13687.0,Clay
Clay,1027.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,164.0,AL,1,Clay,Alabama,1027,AL,AL | CLAY,AL,10271,13434.0,Clay
Clay,1027.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,164.0,AL,1,Clay,Alabama,1027,AL,AL | CLAY,AL,10271,13404.0,Clay
Cleburne,1029.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,157.0,AL,1,Cleburne,Alabama,1029,AL,AL | CLEBURNE,AL,10291,14799.0,Cleburne
Cleburne,1029.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,157.0,AL,1,Cleburne,Alabama,1029,AL,AL | CLEBURNE,AL,10291,14874.0,Cleburne
Cleburne,1029.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,183.0,AL,1,Cleburne,Alabama,1029,AL,AL | CLEBURNE,AL,10291,14918.0,Cleburne
Cleburne,1029.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,181.0,AL,1,Cleburne,Alabama,1029,AL,AL | CLEBURNE,AL,10291,15004.0,Cleburne
Cleburne,1029.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,157.0,AL,1,Cleburne,Alabama,1029,AL,AL | CLEBURNE,AL,10291,14928.0,Cleburne
Cleburne,1029.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,164.0,AL,1,Cleburne,Alabama,1029,AL,AL | CLEBURNE,AL,10291,14889.0,Cleburne
Cleburne,1029.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,188.0,AL,1,Cleburne,Alabama,1029,AL,AL | CLEBURNE,AL,10291,14976.0,Cleburne
Coffee,1031.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,464.0,AL,1,Coffee,Alabama,1031,AL,AL | COFFEE,AL,10311,47458.0,Coffee
Coffee,1031.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,479.0,AL,1,Coffee,Alabama,1031,AL,AL | COFFEE,AL,10311,48516.0,Coffee
Coffee,1031.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,489.0,AL,1,Coffee,Alabama,1031,AL,AL | COFFEE,AL,10311,49440.0,Coffee
Coffee,1031.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,505.0,AL,1,Coffee,Alabama,1031,AL,AL | COFFEE,AL,10311,50208.0,Coffee
Coffee,1031.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,477.0,AL,1,Coffee,Alabama,1031,AL,AL | COFFEE,AL,10311,50444.0,Coffee
Coffee,1031.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,509.0,AL,1,Coffee,Alabama,1031,AL,AL | COFFEE,AL,10311,51141.0,Coffee
Coffee,1031.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,461.0,AL,1,Coffee,Alabama,1031,AL,AL | COFFEE,AL,10311,50681.0,Coffee
Colbert,1033.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,629.0,AL,1,Colbert,Alabama,1033,AL,AL | COLBERT,AL,10331,54486.0,Colbert
Colbert,1033.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,652.0,AL,1,Colbert,Alabama,1033,AL,AL | COLBERT,AL,10331,54473.0,Colbert
Colbert,1033.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,631.0,AL,1,Colbert,Alabama,1033,AL,AL | COLBERT,AL,10331,54426.0,Colbert
Colbert,1033.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,690.0,AL,1,Colbert,Alabama,1033,AL,AL | COLBERT,AL,10331,54524.0,Colbert
Colbert,1033.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,662.0,AL,1,Colbert,Alabama,1033,AL,AL | COLBERT,AL,10331,54539.0,Colbert
Colbert,1033.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,688.0,AL,1,Colbert,Alabama,1033,AL,AL | COLBERT,AL,10331,54570.0,Colbert
Colbert,1033.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,698.0,AL,1,Colbert,Alabama,1033,AL,AL | COLBERT,AL,10331,54529.0,Colbert
Conecuh,1035.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,145.0,AL,1,Conecuh,Alabama,1035,AL,AL | CONECUH,AL,10351,13441.0,Conecuh
Conecuh,1035.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,151.0,AL,1,Conecuh,Alabama,1035,AL,AL | CONECUH,AL,10351,13388.0,Conecuh
Conecuh,1035.0,2009.0,2009.0,All other non-drug and non-alcohol causes,O9,173.0,AL,1,Conecuh,Alabama,1035,AL,AL | CONECUH,AL,10351,13274.0,Conecuh
Conecuh,1035.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,164.0,AL,1,Conecuh,Alabama,1035,AL,AL | CONECUH,AL,10351,13236.0,Conecuh
Conecuh,1035.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,179.0,AL,1,Conecuh,Alabama,1035,AL,AL | CONECUH,AL,10351,13195.0,Conecuh
Conecuh,1035.0,2012.0,2012.0,All other non-drug and non-alcohol causes,O9,191.0,AL,1,Conecuh,Alabama,1035,AL,AL | CONECUH,AL,10351,13046.0,Conecuh
Conecuh,1035.0,2013.0,2013.0,All other non-drug and non-alcohol causes,O9,159.0,AL,1,Conecuh,Alabama,1035,AL,AL | CONECUH,AL,10351,12912.0,Conecuh
Coosa,1037.0,2007.0,2007.0,All other non-drug and non-alcohol causes,O9,130.0,AL,1,Coosa,Alabama,1037,AL,AL | COOSA,AL,10371,11439.0,Coosa
Coosa,1037.0,2008.0,2008.0,All other non-drug and non-alcohol causes,O9,123.0,AL,1,Coosa,Alabama,1037,AL,AL | COOSA,AL,10371,11493.0,Coosa
