REPORTER_DEA_NO,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,DRUG_NAME,QUANTITY,TRANSACTION_DATE,Product_Name,Year,Month,StateFIPS,CountyName,StateName,CountyFIPS,StateAbbr,STATE_COUNTY,state_abbrev,FIP_unique,State,Population,county_test
PB0034861,TX,75662.0,gregg,S,9193.0,HYDROCODONE,1.0,1112006.0,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2006.0,1.0,48,gregg,Texas,48183,TX,TX | GREGG,TX,4818348,TX,117118.0,Gregg
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,2.0,7182006.0,OXYCODO.HCL 5.35MG/TAB,2006.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,1.0,8032006.0,OXYCODONE HYDROCHLORIDE - ER - 80MG/,2006.0,8.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,4.0,10202006.0,OXYCODONE HYDRCHLORIDE 40MG EXTENDED,2006.0,10.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,4.0,12012006.0,OXYCODONE HYDROCHLORIDE CR 20MG TABL,2006.0,12.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,6.0,12292006.0,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2006.0,12.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,6.0,1162007.0,ENDOCET TABS - 10MG OXYCODONE.HCL &,2007.0,1.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,3.0,1032007.0,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2007.0,1.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,4.0,7202007.0,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,2007.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,8.0,7302007.0,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2007.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,1.0,2122008.0,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2008.0,2.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,3.0,8012008.0,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2008.0,8.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9193.0,HYDROCODONE,1.0,12032008.0,VICODIN HP TABLETS 10MG HYDROCODONE.,2008.0,12.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,1.0,7242009.0,OXYCONTIN 15MG CONTROLLED RELEASE OX,2009.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,105172.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,2.0,1042010.0,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2010.0,1.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,107890.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,3.0,2042010.0,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2010.0,2.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,107890.0,Ascension Parish
PL0184933,LA,70707.0,ascension,S,9143.0,OXYCODONE,1.0,4062010.0,OXYCONTIN 30MG COTROLLED RELEASE OXY,2010.0,4.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,107890.0,Ascension Parish
PL0184933,LA,70346.0,ascension,S,9193.0,HYDROCODONE,1.0,1252006.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006.0,1.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70346.0,ascension,S,9143.0,OXYCODONE,1.0,1042006.0,OXYCODONE HYDROCHLORIDE - ER - 80MG/,2006.0,1.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70346.0,ascension,S,9143.0,OXYCODONE,1.0,5032006.0,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2006.0,5.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70346.0,ascension,S,9193.0,HYDROCODONE,1.0,6062006.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006.0,6.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70346.0,ascension,S,9193.0,HYDROCODONE,1.0,8092006.0,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2006.0,8.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70346.0,ascension,S,9193.0,HYDROCODONE,1.0,10232006.0,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2006.0,10.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,3162006.0,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2006.0,3.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,3172006.0,HYDROCODONE BIT & ACETA 7.5MG/500MG,2006.0,3.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,5092006.0,LORTAB 10 TAB HYDROCODO.BIT & AC,2006.0,5.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,7072006.0,LORTAB 10 TAB HYDROCODO.BIT & AC,2006.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,2.0,8042006.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006.0,8.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,9252006.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006.0,9.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,10052006.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006.0,10.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,10112006.0,HYDROCODONE BIT & ACETA 7.5MG/500MG,2006.0,10.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,1.0,11082006.0,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,2006.0,11.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,6.0,2052007.0,OXYCODONE HYDROCHLORIDE 30MG TABLET,2007.0,2.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,4.0,3272007.0,OXYCODONE HYDROCHLORIDE 30MG TABLET,2007.0,3.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,6.0,4232007.0,ENDOCET TABS - 10MG OXYCODONE.HCL &,2007.0,4.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,2.0,5162007.0,COMBUNOX - 5MG / 400MG OXYCODONE.HCL,2007.0,5.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,6.0,7112007.0,HYDROCODONE BIT/ACETA 7.5MG/500MG US,2007.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,3.0,9072007.0,OXYCODONE & ASPIRIN 4.5MG OXYCOD.HCL,2007.0,9.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,4.0,9072007.0,OXYCODONE HYDROCHLORIDE 30MG TABLET,2007.0,9.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,9212007.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007.0,9.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,6.0,11052007.0,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2007.0,11.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,8.0,12212007.0,OXYCODONE HYDROCHLORIDE 30MG TABLET,2007.0,12.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,100132.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,1.0,3252008.0,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2008.0,3.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,6.0,4232008.0,OXYCODONE HYDROCHLORIDE 30MG TABLET,2008.0,4.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,10.0,5142008.0,OXYCODONE HYDROCHLORIDE 30MG TABLET,2008.0,5.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,2.0,6122008.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008.0,6.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,7292008.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,2.0,9092008.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008.0,9.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,2.0,10012008.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008.0,10.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,2.0,10102008.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008.0,10.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,4.0,12052008.0,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2008.0,12.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,12262008.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008.0,12.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,102891.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,3.0,1122009.0,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2009.0,1.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,105172.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,1282009.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009.0,1.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,105172.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,4.0,3312009.0,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2009.0,3.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,105172.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,10.0,5142009.0,OXYCODONE HYDROCHLORIDE 30MG TABLET,2009.0,5.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,105172.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,7152009.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,105172.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9193.0,HYDROCODONE,1.0,7302009.0,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009.0,7.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,105172.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,15.0,8192009.0,OXYCODONE HYDROCHLORIDE 30MG TABLET,2009.0,8.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,105172.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,4.0,4122006.0,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,2006.0,4.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
PL0184933,LA,70737.0,ascension,S,9143.0,OXYCODONE,2.0,8302006.0,OXYCODONE HYDROCHLORIDE CR 20MG TABL,2006.0,8.0,22,ascension,Louisiana,22005,LA,LA | ASCENSION PARISH,LA,2200522,LA,96421.0,Ascension Parish
