REPORTER_DEA_NO,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,TRANSACTION_CODE,DRUG_CODE,DRUG_NAME,QUANTITY,TRANSACTION_DATE,Product_Name,year
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10302012,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,10052012,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,10012012,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,11162012,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12062012,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11032008,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12242008,HYDROCODONE/ACETAMINOPHEN 5MG/500MG,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11122010,HYDROCODONE.BIT & ACETA  10MG & 500M,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3042009,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,11032010,HYDROCODONE BIT/ACETA 7.5MG/325MG US,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3142012,HYDROCODONE BITARTRATE & ACETA 7.5MG,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,3.0,4252012,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,11122012,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5312007,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,2272008,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10242008,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4132009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4222009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,7012009,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8132009,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8172009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11172009,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1072010,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8162012,HYDROCODONE BITARTRATE & ACETA 7.5MG,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9282012,HYDROCODONE BIT/ACETA 7.5MG/500MG US,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11292012,HYDROCODONE BIT/ACETA 10MG/325MG USP,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10222008,HYDROCODO.BIT 10MG&AC TAB,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1072009,HYDROCODONE.BIT & ACETA  10MG & 500M,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1222009,HYDROCODONE/ACETAMINOPHEN 5MG/500MG,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2122008,HYDROCODO.BIT 10MG&AC USP TAB,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5292008,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,7012008,HYDROCODONE BIT/ACETA 10MG/500MG USP,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3042011,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,6072011,HYDROCODONE BIT/ACETA 5MG/325MG USP,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10072011,HYDROCODONE BITARTRATE 7.5MG & ACETA,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11232011,HYDROCODONE BITARTRATE 7.5MG & ACETA,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12272011,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2062012,HYDROCODONE BITARTRATE 7.5MG & ACETA,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10312012,HYDROCODONE BIT/ACETA 7.5MG/325MG US,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10102012,HYDROCODONE BITARTRATE & ACETA 7.5MG,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3292007,HYDROCODONE/ACETAMINOPHEN 5MG/500MG,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,6072007,HYDROCODONE/ACETAMINOPHEN 5MG/500MG,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8302007,HYDROCODONE/ACETAMINOPHEN 5MG/500MG,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3202008,HYDROCODONE.BITARTRATE 7.5MG/APAP 75,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5082008,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8282008,HYDROCODONE/ACETAMINOPHEN 5MG/500MG,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3122009,HYDROCODONE.BITARTRATE 7.5MG/APAP 75,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,7232009,HYDROCODO.BIT 10MG&AC USP TAB,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9142009,HYDROCODONE BITARTRATE 7.5MG & ACETA,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10082009,HYDROCODONE BIT/ACETA 7.5MG/500MG US,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,11132009,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1122010,HYDROCODO.BIT 10MG&AC USP TAB,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3162010,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5242010,HYDROCODONE BIT/ACETA 7.5MG/500MG US,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2182011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4282011,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5182011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,7182011,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9162011,HYDROCODONE BITARTRATE & ACETA 7.5MG,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8072012,HYDROCODONE BITARTRATE & ACETA 7.5MG,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11262012,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12052012,HYDROCODONE BITARTRATE & ACETA 10MG/,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4182008,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,12142012,HYDROCODONE BIT/ACETA 10MG/325MG USP,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4222011,HYDROCODONE BIT/ACETA 7.5MG/500MG US,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,4.0,7072008,HYDROCODONE.BIT & ACETA  10MG & 500M,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,4.0,11302009,HYDROCODONE BIT & ACETA 7.5MG/500MG,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9012010,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,4.0,10042010,HYDROCODONE BIT & ACETA 7.5MG/500MG,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,4.0,6012011,HYDROCODONE.BIT & ACETA  10MG & 500M,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,3.0,6022011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,6052008,HYDROCODONE.BITARTRATE 7.5MG/APAP 65,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3122009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11042009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,10082010,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12292008,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2062009,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3252009,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10202009,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,3.0,12232009,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2262010,HYDROCODONE BIT/ACETA 7.5MG/325MG US,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12222010,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,6072011,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11112011,HYDROCODONE BITARTRATE & ACETA 7.5MG,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4062012,HYDROCODONE BIT/ACETA 10MG/325MG USP,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5182012,HYDROCODONE BITARTRATE & ACETA 7.5MG,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,6082012,HYDROCODONE BITARTRATE & ACETA 7.5MG,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,8062012,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,9212012,HYDROCODONE BITARTRATE & ACETA 10MG/,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3092009,HYDROCODONE BIT/IBUPROFEN 7.5MG/200M,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5042009,HYDROCODONE BIT/IBUPROFEN 7.5MG/200M,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9212009,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1062010,HYDROCODONE BIT/IBUPROFEN 7.5MG/200M,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4072010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4142010,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5312007,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,7242012,HYDROCODONE BITARTRATE & ACETA 7.5MG,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,3092010,HYDROCODO.BIT 10MG&AC USP TAB,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,5.0,11292010,HYDROCODONE BIT/ACETA 10MG/325MG USP,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,5142012,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,5142012,HYDROCODONE BITARTRATE & ACETA 5MG/3,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,11222011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8062012,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,9102012,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,12072012,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2092007,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9142007,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10042007,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11202008,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1142009,HYDROCODONE.BIT. & ACETA  5MG & 500M,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3202009,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9282009,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11232009,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8022010,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2092011,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5182011,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,7202011,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1162012,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4272012,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,5.0,1092012,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11212012,HYDROCODONE.BIT & ACETA  10MG & 500M,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,6242011,HYDROCODONE.BIT & ACETA  10MG & 500M,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3262012,HYDROCODONE/APAP 7.5MG/200MG TABS.,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,3072007,HYDROCODONE.BIT. & ACETA  5MG & 500M,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,4.0,3272007,HYDROCODONE BIT & ACETA 7.5MG/500MG,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,4022007,HYDROCODO.BIT 7.5MG TAB,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,3.0,7122007,HYDROCODONE BIT & ACETA 7.5MG/500MG,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,8022007,HYDROCODONE.BIT. & ACETA  5MG & 500M,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,9282007,HYDROCODO.BIT 7.5MG TAB,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4082008,HYDROCODO.BIT 7.5MG TAB,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8162010,HYDROCODONE BIT & ACETA 7.5MG/500MG,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,6152011,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,6272011,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5202009,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10262009,HYDROCODONE.BITARTRATE 10MG/APAP 650,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1032011,HYDROCODO.BIT 10MG&AC TAB,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,6092011,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8112011,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11072011,HYDROCODONE BIT./ACETAMINOPHEN TABS.,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,3.0,1132012,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2042008,HYDROCODONE.BITARTRATE 10MG/APAP 650,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4082008,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,5072008,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9162009,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,3.0,6022010,HYDROCODONE BIT/ACETA 7.5MG/325MG US,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,6282010,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11222010,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,11222010,HYDROCODONE BIT/ACETA 7.5MG/500MG US,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4032012,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,6222012,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,7172012,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,9052012,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12072012,HYDROCODONE BIT/ACETA 7.5MG/500MG US,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,6.0,12082008,HYDROCODONE BIT & ACETA 7.5MG/500MG,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,5.0,12082008,HYDROCODONE BITARTRATE/IBUPROFEN 7.5,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1032011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4172012,HYDROCODONE BITARTRATE & ACETA 7.5MG,2012
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12062007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3122008,HYDROCODONE BIT/IBUPROFEN 7.5MG/200M,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,7252008,HYDROCODONE BITARTRATE/APAP 10MG/500,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,10302008,HYDROCODONE/ACETAMINOPHEN 5MG/500MG,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,3.0,3022009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,4.0,10152009,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,3.0,7212011,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,4.0,7052011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,12272007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1242008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3052009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,3092009,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,8112009,HYDROCODONE.BITRATRATE.10MG/ACETAMIN,2009
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,1262010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,2.0,3012010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,7122010,HYDROCODONE BIT/IBUPROFEN 7.5MG/200M,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,8062010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,2112011,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2011
PB0167127,GA,31793,TIFT,S,9193,HYDROCODONE,1.0,4042007,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,2007
